,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
1768,0,0,9,0,0,0,60,1963,7.72,0.13,1,3426.68,0,17.84,238
1769,0,0,8,0,0,0,60,380,5.58,0.09,0,895.38,1,2.18,233
1770,0,0,38,1,0,0,60,120,7.0,0.12,0,0.0,1,1.65,21
1771,0,0,28,1,0,0,60,54432,11.79,0.2,0,61925.7,1,1257.84,112
1772,0,0,31,1,0,0,60,161,6.61,0.11,1,0.0,0,1.09,78
1773,0,0,27,1,0,0,100,2132,80.0,0.8,0,14959.84,1,239.13,185
1774,0,0,39,0,0,0,60,56430,5.43,0.09,0,16606.55,0,660.63,97
1775,0,0,32,1,0,0,20,47,32.0,1.6,0,870.22,1,2.11,64
1776,0,0,17,1,0,0,48,32,83.04,1.73,0,836.14,1,3.73,26
1777,0,0,26,0,0,0,30,57468,4.32,0.14,0,13398.06,0,409.63,134
1778,0,0,31,1,0,0,90,80,28.15,0.31,1,0.0,0,3.6,-403
1779,0,0,38,1,0,0,60,15945,2.25,0.04,0,5180.86,1,50.3,99
1780,0,0,35,0,0,0,30,337,5.87,0.2,1,3426.68,0,2.45,252
1781,0,0,31,1,0,0,60,1500,10.1,0.17,1,0.0,1,29.69,-42
1782,0,0,24,0,0,0,240,5625,2.02,0.01,0,2166.21,0,18.75,234
1783,0,0,40,0,0,0,30,40534,4.7,0.16,0,9708.48,0,235.66,164
1784,0,0,26,1,0,0,100,898,89.0,0.89,0,6522.64,1,98.86,160
1785,0,0,28,0,0,0,30,68517,4.7,0.16,1,3426.68,0,398.35,255
1786,0,0,15,1,0,0,100,507,72.0,0.72,0,4400.85,1,71.55,64
1787,0,0,16,0,0,0,30,7323,9.72,0.32,0,7584.12,1,139.51,-10
1788,0,0,24,0,0,0,60,184,6.54,0.11,1,3426.68,0,1.49,93
1789,0,0,37,0,0,0,60,50,7.5,0.12,1,3426.68,1,0.81,37
1790,0,0,31,1,0,0,60,51,9.14,0.15,1,0.0,0,0.48,156
1791,0,0,31,1,0,0,120,24,35.42,0.3,1,0.0,0,0.87,97
1792,0,0,26,0,0,0,30,3103,3.81,0.13,1,3426.68,0,16.58,130
1793,0,0,26,0,0,0,60,3190,11.4,0.19,0,7329.83,0,71.28,15
1794,0,0,31,1,0,0,60,7,13.05,0.22,1,0.0,0,0.18,-235
1795,0,0,28,1,0,0,30,24666,18.0,0.6,1,3426.68,1,456.42,322
1796,0,0,24,1,0,0,100,11800,77.7,0.78,0,4969.35,1,1512.82,183
1797,0,0,35,1,0,0,300,524,41.1,0.14,0,6668.61,1,42.21,-4
1798,0,0,38,1,0,0,60,40400,6.15,0.1,0,12704.0,1,486.98,91
1799,0,0,11,0,0,0,60,29500,3.04,0.05,0,11339.5,1,143.49,-502
1800,0,0,35,1,0,0,100,672,80.0,0.8,0,4379.48,1,55.27,160
1801,0,0,9,0,0,0,60,8021,3.28,0.05,0,17117.51,1,56.72,54
1802,0,0,35,1,0,0,100,1132,72.0,0.72,0,4323.93,1,159.75,-62
1803,0,0,39,0,0,0,30,59446,11.75,0.39,1,3426.68,0,1505.95,197
1804,0,0,37,0,0,0,60,10059,2.18,0.04,0,2643.5,0,25.81,42
1805,0,0,25,1,0,0,30,36000,10.5,0.35,0,20371.77,1,388.58,62
1806,0,0,39,0,0,0,30,14465,12.42,0.41,0,4428.75,1,287.45,-493
1807,0,0,37,0,0,0,60,88392,8.11,0.14,1,3426.68,0,843.74,213
1808,0,0,31,1,0,0,60,45,6.25,0.1,1,0.0,0,0.35,29
1809,0,0,4,0,0,0,100,200,71.99,0.72,0,1220.73,0,23.04,-433
1810,0,0,30,0,0,0,20,500,32.0,1.6,0,7795.0,1,25.6,-283
1811,0,0,38,1,0,0,60,249,15.89,0.26,1,3426.68,1,8.53,140
1812,0,0,39,0,0,0,30,43154,26.25,0.88,0,1910.61,1,1812.47,-389
1813,0,0,8,1,0,0,20,47,32.0,1.6,1,3426.68,1,1.55,101
1814,0,0,39,0,0,0,30,31760,6.07,0.2,0,14275.5,1,238.47,214
1815,0,0,26,0,0,0,60,367,9.5,0.16,0,2230.0,1,5.58,-509
1816,0,0,26,0,0,0,60,76832,6.52,0.11,0,14251.0,0,514.97,192
1817,0,0,9,1,0,0,60,4448,30.0,0.5,0,5066.44,1,287.7,135
1818,0,0,38,1,0,0,30,180,13.0,0.43,1,3426.68,1,4.59,123
1819,0,0,9,0,0,0,30,25644,13.27,0.44,1,3426.68,0,477.09,231
1820,0,0,38,1,0,0,60,7800,2.9,0.05,1,3426.68,1,44.34,-55
1821,0,0,11,0,0,0,60,41922,7.12,0.12,0,14732.36,1,585.03,-89
1822,0,0,8,0,0,0,30,8,6.08,0.2,1,3426.68,1,0.07,134
1823,0,0,39,1,0,0,20,2500,40.0,2.0,0,13569.49,1,47.04,-875
1824,0,0,16,1,0,0,30,33936,4.62,0.15,0,22100.46,0,161.17,185
1825,0,0,9,0,0,0,240,4243,1.43,0.01,0,6819.73,0,6.24,261
1826,0,0,28,1,0,0,30,83400,11.17,0.37,0,87692.85,1,1490.52,-251
1827,0,0,31,1,0,0,90,60,26.03,0.29,1,0.0,0,1.93,414
1828,0,0,24,0,0,0,84,360,9.59,0.11,1,3426.68,1,5.52,-343
1829,0,0,31,1,0,0,200,4500,2.74,0.01,0,0.0,0,24.14,174
1830,0,0,37,0,0,0,60,30000,11.22,0.19,0,15759.47,0,725.71,70
1831,0,0,9,0,0,0,60,8100,2.33,0.04,0,11235.05,1,40.69,169
1832,0,0,35,0,0,0,30,68762,11.15,0.37,0,7134.39,0,948.4,258
1833,0,0,26,0,0,0,60,59014,7.72,0.13,1,3426.68,0,468.34,216
1834,0,0,24,0,0,0,180,840,50.0,0.28,1,3426.68,1,67.2,-550
1835,0,0,39,0,0,0,30,60000,14.38,0.48,1,3426.68,0,1209.65,161
1836,0,0,37,0,0,0,120,42,41.1,0.34,0,845.37,1,3.38,-174
1837,0,0,35,0,0,0,30,77636,10.54,0.35,0,26538.46,1,1350.17,61
1838,0,0,38,1,0,0,60,14500,1.72,0.03,1,3426.68,1,25.64,232
1839,0,0,24,0,0,0,30,4629,11.15,0.37,1,3426.68,0,53.06,178
1840,0,0,37,0,0,0,60,5500,11.22,0.19,0,2524.0,1,120.95,119
1841,0,0,26,0,0,0,60,4026,7.27,0.12,0,0.0,0,36.21,131
1842,0,0,31,1,0,0,30,203,16.73,0.56,1,0.0,0,4.2,412
1843,0,0,31,1,0,0,60,1033,7.33,0.12,0,4295.61,0,16.32,133
1844,0,0,31,1,0,0,60,20,12.82,0.21,1,0.0,0,0.26,154
1845,0,0,38,1,0,0,30,11500,11.49,0.38,0,2021.05,1,163.45,159
1846,0,0,31,1,0,0,60,337,4.03,0.07,1,0.0,0,1.68,29
1847,0,0,31,1,0,0,240,44,7.08,0.03,1,0.0,0,0.39,121
1848,0,0,12,1,0,0,60,29107,8.2,0.14,0,18545.17,1,245.36,214
1849,0,0,38,1,0,0,120,500,82.19,0.68,0,1767.38,1,65.75,-644
1850,0,0,16,0,0,0,100,75,139.0,1.39,0,791.84,1,16.68,-664
1851,0,0,39,0,0,0,60,9984,2.26,0.04,1,3426.68,0,27.91,237
1852,0,0,31,1,0,0,30,150,38.25,1.27,0,0.0,0,9.18,-291
1853,0,0,35,0,0,0,60,5730,27.53,0.46,1,3426.68,1,252.4,-259
1854,0,0,9,0,0,0,240,2000,1.95,0.01,0,4747.87,0,4.82,261
1855,0,0,7,0,0,0,90,3101,9.3,0.1,0,4257.91,1,33.94,74
1856,0,0,7,1,0,0,30,38208,4.71,0.16,0,30395.15,1,252.3,96
1857,0,0,39,1,0,0,100,2161,72.0,0.72,0,16633.36,1,335.46,92
1858,0,0,40,1,0,0,1,11626,2.5,2.5,0,8434.27,1,40.75,117
1859,0,0,16,0,0,0,60,19320,2.44,0.04,1,3426.68,1,101.64,171
1860,0,0,8,0,0,0,60,54,11.0,0.18,0,0.0,1,0.83,85
1861,0,0,25,0,0,0,60,1008,2.49,0.04,0,2989.45,0,4.92,-214
1862,0,0,31,1,0,0,60,9,15.9,0.26,1,0.0,0,0.15,243
1863,0,0,16,1,0,0,100,125,139.0,1.39,0,1425.77,1,27.8,-476
1864,0,0,39,0,0,0,300,1260,41.1,0.14,0,2350.53,1,82.86,-347
1865,0,0,9,0,0,0,60,40752,8.55,0.14,1,3426.68,1,751.21,176
1866,0,0,24,1,0,0,100,5500,80.0,0.8,0,19193.57,1,517.88,76
1867,0,0,31,1,0,0,60,12,27.11,0.45,1,0.0,0,0.4,211
1868,0,0,37,0,0,0,30,2000,10.0,0.33,0,2990.92,1,43.12,79
1869,0,0,31,1,0,0,240,3,24.51,0.1,1,0.0,0,0.08,295
1870,0,0,26,0,0,0,30,17933,26.25,0.88,0,16864.58,1,922.65,-33
1871,0,0,26,0,0,0,60,64995,2.51,0.04,0,13398.06,0,269.18,135
1872,0,0,40,0,0,0,60,2786,3.28,0.05,0,3403.98,0,19.7,219
1873,0,0,15,1,0,0,100,213,0.01,0.0,0,360.0,1,0.0,-308
1874,0,0,28,1,0,0,100,7500,77.7,0.78,0,25501.1,1,961.54,68
1875,0,0,37,1,0,0,30,677,13.0,0.43,0,1458.88,1,10.89,105
1876,0,0,31,1,0,0,30,15,3.01,0.1,1,0.0,0,0.05,363
1877,0,0,15,0,0,0,120,1490,20.22,0.17,1,3426.68,1,37.27,157
1878,0,0,26,0,0,0,60,1116,9.35,0.16,0,3680.33,1,20.45,-105
1879,0,0,38,1,0,0,60,17240,7.65,0.13,0,2480.22,1,184.9,184
1880,0,0,9,1,0,0,120,6000,36.16,0.3,0,10051.89,1,425.24,95
1881,0,0,24,1,0,0,30,800,20.0,0.67,0,1045.5,1,16.45,176
1882,0,0,35,1,0,0,20,450,32.0,1.6,0,2242.31,1,23.76,103
1883,0,0,39,0,0,0,100,2100,0.01,0.0,1,3426.68,1,0.03,-503
1884,0,0,38,1,0,0,60,9576,2.6,0.04,0,7884.8,1,39.84,-254
1885,0,0,40,0,0,0,60,4669,3.2,0.05,1,3426.68,0,32.21,245
1886,0,0,9,0,0,0,60,13362,7.21,0.12,1,3426.68,1,207.71,203
1887,0,0,26,0,0,0,60,1945,3.3,0.06,0,0.0,0,7.94,250
1888,0,0,35,1,0,0,30,60757,3.3,0.11,0,20136.28,1,281.1,75
1889,0,0,8,0,0,0,120,777,20.48,0.17,1,3426.68,1,16.36,162
1890,0,0,28,0,0,0,30,189,3.66,0.12,0,925.6,1,0.71,77
1891,0,0,28,1,0,0,30,84,0.01,0.0,1,3426.68,1,0.0,-490
1892,0,0,9,0,0,0,30,6377,4.7,0.16,0,4730.18,0,37.08,379
1893,0,0,26,1,0,0,100,6350,89.0,0.89,0,29274.16,1,665.18,206
1894,0,0,26,0,0,0,30,139303,5.13,0.17,0,0.0,0,1540.73,145
1895,0,0,16,0,0,0,60,1925,8.15,0.14,0,1355.06,1,25.1,-364
1896,0,0,26,0,0,0,90,10230,5.5,0.06,0,10060.0,0,57.84,204
1897,0,0,31,1,0,0,60,19,68.99,1.15,1,0.0,0,1.35,363
1898,0,0,31,1,0,0,30,1500,15.86,0.53,1,0.0,0,38.06,-389
1899,0,0,8,0,0,0,60,254,11.0,0.18,1,3426.68,1,3.92,85
1900,0,0,24,1,0,0,100,1832,80.0,0.8,0,8680.27,1,181.29,153
1901,0,0,9,0,0,0,60,1847,70.0,1.17,0,1700.0,1,206.86,-535
1902,0,0,31,1,0,0,30,28,2.81,0.09,1,0.0,0,0.08,60
1903,0,0,40,0,0,0,60,4669,2.95,0.05,1,3426.68,0,22.73,324
1904,0,0,31,1,0,0,60,1,25.69,0.43,0,0.0,0,0.03,364
1905,0,0,31,1,0,0,300,3,20.68,0.07,0,0.0,0,0.07,42
1906,0,0,15,0,0,0,60,1848,9.5,0.16,0,4807.0,1,28.09,-572
1907,0,0,31,1,0,0,30,3000,2.49,0.08,1,0.0,1,14.64,-160
1908,0,0,26,1,0,0,100,3076,89.0,0.89,0,21084.84,1,338.65,160
1909,0,0,39,0,0,0,30,16033,16.25,0.54,0,3807.29,1,47.04,-796
1910,0,0,40,1,0,0,1,2000,5.0,5.0,0,14314.83,1,12.37,77
1911,0,0,16,0,0,0,60,1680,7.53,0.13,1,3426.68,1,27.27,131
1912,0,0,40,1,0,0,300,2625,30.82,0.1,0,20559.39,1,95.22,199
1913,0,0,11,1,0,0,20,165,32.0,1.6,0,794.72,1,7.4,106
1914,0,0,39,1,0,0,60,12425,2.25,0.04,0,6637.36,1,28.74,93
1915,0,0,35,0,0,0,30,44669,4.45,0.15,1,3426.68,1,428.56,25
1916,0,0,28,1,0,0,60,7840,9.1,0.15,0,853.88,1,139.83,-42
1917,0,0,26,1,0,0,100,2996,89.0,0.89,0,33279.83,1,373.83,114
1918,0,0,40,0,0,0,60,534,9.77,0.16,1,3426.68,1,8.35,-720
1919,0,0,31,1,0,0,30,92000,2.35,0.08,0,9592.95,0,466.13,244
1920,0,0,9,0,0,0,30,8640,15.04,0.5,0,4754.53,0,182.18,201
1921,0,0,3,1,0,0,100,1436,71.99,0.72,0,6687.51,1,165.4,-454
1922,0,0,37,1,0,0,30,6000,20.0,0.67,0,4139.95,1,123.36,91
1923,0,0,39,0,0,0,60,8905,35.8,0.6,0,13094.69,1,47.04,-718
1924,0,0,9,1,0,0,100,2000,80.0,0.8,0,18919.56,1,224.32,112
1925,0,0,25,1,0,0,20,2000,32.0,1.6,0,17918.72,1,137.98,112
1926,0,0,9,1,0,0,60,780,6.85,0.11,0,1743.84,1,6.61,182
1927,0,0,15,0,0,0,60,336,7.72,0.13,0,1221.83,1,5.59,75
1928,0,0,39,0,0,0,60,85000,3.4,0.06,0,63886.29,1,462.4,-613
1929,0,0,40,0,0,0,60,76000,7.4,0.12,1,3426.68,0,1102.3,-35
1930,0,0,38,1,0,0,30,100,23.26,0.78,0,0.0,1,2.74,181
1931,0,0,31,1,0,0,30,5745,4.51,0.15,0,4232.71,0,42.75,214
1932,0,0,37,0,0,0,60,140,3.4,0.06,0,1073.46,1,1.03,37
1933,0,0,31,1,0,0,90,24,26.37,0.29,1,0.0,0,0.78,412
1934,0,0,31,1,0,0,300,8,23.12,0.08,0,0.0,0,0.23,120
1935,0,0,35,1,0,0,60,20000,11.09,0.18,0,9716.76,1,228.01,116
1936,0,0,31,1,0,0,120,150,40.56,0.34,0,0.0,0,13.12,11
1937,0,0,37,1,0,0,60,50000,8.1,0.13,0,22886.81,1,500.98,52
1938,0,0,9,0,0,0,60,4374,8.52,0.14,0,1432.0,1,47.04,-717
1939,0,0,16,1,0,0,100,2,139.0,1.39,0,0.0,1,0.44,-283
1940,0,0,40,0,0,0,60,49000,4.15,0.07,0,11133.66,0,251.54,202
1941,0,0,37,0,0,0,60,4290,2.42,0.04,1,3426.68,1,14.56,155
1942,0,0,38,1,0,0,30,18880,10.5,0.35,0,3691.22,1,203.79,157
1943,0,0,40,0,0,0,60,5800,3.28,0.05,0,3833.17,0,41.02,174
1944,0,0,39,0,0,0,60,1102,12.96,0.22,0,5213.01,0,17.67,102
1945,0,0,24,0,0,0,120,12960,20.22,0.17,1,3426.68,0,324.16,234
1946,0,0,38,1,0,0,30,8000,3.5,0.12,1,3426.68,1,32.96,167
1947,0,0,40,0,0,0,60,3687,1.9,0.03,0,2143.48,0,15.1,302
1948,0,0,37,1,0,0,30,8215,13.49,0.45,0,1003.18,1,137.08,186
1949,0,0,37,0,0,0,60,15107,8.26,0.14,0,10928.52,0,205.89,169
1950,0,0,39,1,0,0,100,1364,80.0,0.8,0,7845.09,1,112.18,224
1951,0,0,35,1,0,0,25,10000,20.0,0.8,0,28461.1,1,320.0,-557
1952,0,0,28,0,0,0,240,507,1.85,0.01,0,2342.16,0,1.16,430
1953,0,0,16,0,0,0,30,70,2.24,0.07,1,3426.68,1,0.34,171
1954,0,0,17,1,0,0,100,7110,80.0,0.8,0,11847.25,1,1226.33,93
1955,0,0,35,0,0,0,60,11606,2.3,0.04,1,3426.68,0,33.02,135
1956,0,0,31,1,0,0,30,38890,7.82,0.26,0,3908.55,1,655.68,85
1957,0,0,8,0,0,0,60,4027,9.81,0.16,1,3426.68,1,55.39,275
1958,0,0,9,0,0,0,30,3765,11.0,0.37,1,3426.68,1,58.06,152
1959,0,0,31,1,0,0,30,6,11.02,0.37,1,0.0,0,0.07,154
1960,0,0,24,0,0,0,60,108700,8.58,0.14,1,3426.68,0,1153.68,262
1961,0,0,39,0,0,0,60,40000,2.31,0.04,0,5520.86,0,114.3,53
1962,0,0,37,1,0,0,100,10368,1.3,0.01,0,10898.13,1,16.67,127
1963,0,0,32,0,0,0,120,507,20.07,0.17,1,3426.68,1,10.46,149
1964,0,0,26,0,0,0,60,9980,2.33,0.04,0,16532.5,0,32.6,229
1965,0,0,28,0,0,0,90,1016,9.3,0.1,0,3783.24,0,9.71,82
1966,0,0,26,0,0,0,30,40148,10.0,0.33,0,9736.1,0,865.59,193
1967,0,0,9,1,0,0,40,476,76.0,1.9,0,6924.83,1,57.88,-410
1968,0,0,26,0,0,0,30,45000,26.25,0.88,0,11584.54,1,1890.0,-246
1969,0,0,26,0,0,0,60,7876,1.52,0.03,0,18617.93,1,23.46,-214
1970,0,0,39,0,0,0,240,1004,6.2,0.03,0,1778.7,1,9.96,-493
1971,0,0,38,1,0,0,240,309,2.1,0.01,1,3426.68,1,0.8,86
1972,0,0,31,1,0,0,30,5000,35.43,1.18,0,0.0,0,208.53,73
1973,0,0,37,1,0,0,60,189,55.5,0.92,0,710.0,1,14.71,67
1974,0,0,38,1,0,0,90,1000,7.0,0.08,1,3426.68,1,9.81,133
1975,0,0,31,1,0,0,300,2,23.45,0.08,0,0.0,0,0.06,398
1976,0,0,26,1,0,0,30,4560,18.0,0.6,0,0.0,1,84.38,362
1977,0,0,26,0,0,0,60,2339,9.35,0.16,1,3426.68,1,34.99,-252
1978,0,0,31,1,0,0,30,9612,19.05,0.64,0,0.0,0,358.87,155
1979,0,0,6,0,0,0,30,3240,10.25,0.34,0,4373.84,1,34.14,220
1980,0,0,12,0,0,0,60,45084,2.51,0.04,1,3426.68,1,186.72,154
1981,0,0,24,1,0,0,20,7400,32.0,1.6,0,33872.84,0,390.72,147
1982,0,0,35,1,0,0,100,350,80.0,0.8,0,2631.39,1,28.78,190
1983,0,0,24,0,0,0,60,567,6.54,0.11,1,3426.68,0,4.59,93
1984,0,0,17,0,0,0,90,170,0.01,0.0,1,3426.68,0,0.0,-39
1985,0,0,6,0,0,0,60,525,2.21,0.04,0,638.65,1,1.19,105
1986,0,0,31,1,0,0,60,33,49.85,0.83,1,0.0,0,1.69,316
1987,0,0,15,0,0,0,30,61,2.24,0.07,1,3426.68,1,0.23,40
1988,0,0,39,0,0,0,60,20000,15.89,0.26,1,3426.68,0,524.37,148
1989,0,0,39,0,0,0,30,3866,11.89,0.4,0,3526.7,0,56.86,350
1990,0,0,26,0,0,0,60,880,3.31,0.06,0,1732.0,1,47.04,-706
1991,0,0,16,1,0,0,180,167,16.96,0.09,0,290.0,1,5.55,106
1992,0,0,16,1,0,0,30,58,4.0,0.13,0,1274.35,1,0.24,109
1993,0,0,31,1,0,0,60,265,9.85,0.16,1,0.0,0,3.23,412
1994,0,0,40,0,0,0,240,592,13.6,0.06,0,221.96,0,13.28,206
1995,0,0,24,0,0,0,30,4837,13.52,0.45,0,8406.81,0,80.9,280
1996,0,0,28,1,0,0,30,1700,24.0,0.8,0,9054.08,1,87.96,94
1997,0,0,31,1,0,0,60,87500,7.33,0.12,0,7334.83,0,1382.8,185
1998,0,0,31,1,0,0,60,23800,7.43,0.12,0,3296.58,1,381.25,98
1999,0,0,6,0,0,0,120,200,20.04,0.17,0,1621.53,1,4.12,153
2000,0,0,31,1,0,0,30,2,30.21,1.01,1,0.0,0,0.06,363
2001,0,0,31,1,0,0,30,6215,16.51,0.55,1,0.0,1,201.11,-160
2002,0,0,26,0,0,0,60,50,2.44,0.04,0,7445.8,0,0.24,70
2003,0,0,39,1,0,0,100,4500,72.0,0.72,0,11559.65,1,635.04,52
2004,0,0,9,0,0,0,60,7586,8.15,0.14,1,3426.68,1,98.92,-641
2005,0,0,15,1,0,0,100,218,4.6,0.05,1,3426.68,1,1.24,70
2006,0,0,9,0,0,0,30,7140,16.73,0.56,0,4646.14,0,197.1,179
2007,0,0,40,1,0,0,30,32760,4.65,0.16,0,25316.94,1,156.6,76
2008,0,0,31,1,0,0,30,79250,6.65,0.22,0,8809.08,0,869.57,186
2009,0,0,32,1,0,0,100,115,8.0,0.08,0,3256.76,1,1.14,190
2010,0,0,34,1,0,0,1,39,5.0,5.0,1,3426.68,1,0.2,169
2011,0,0,37,0,0,0,60,2067,12.96,0.22,0,1616.45,1,37.56,49
2012,0,0,38,1,0,0,60,20520,2.4,0.04,1,3426.68,1,96.53,148
2013,0,0,40,1,0,0,300,2626,30.82,0.1,0,20480.64,1,95.26,192
2014,0,0,16,1,0,0,60,3024,3.95,0.07,0,1694.3,1,14.78,314
2015,0,0,37,0,0,0,30,45000,10.78,0.36,0,6948.04,0,498.68,216
2016,0,0,11,0,0,0,30,14814,2.0,0.07,1,3426.68,1,58.07,-90
2017,0,0,8,1,0,0,100,51,80.0,0.8,1,3426.68,1,4.8,141
2018,0,0,31,1,0,0,30,6690,4.02,0.13,0,0.0,0,52.66,176
2019,0,0,11,1,0,0,20,8,55.06,2.75,0,0.0,0,0.95,34
2020,0,0,31,1,0,0,60,20,12.82,0.21,1,0.0,0,0.26,243
2021,0,0,39,0,0,0,60,107832,7.0,0.12,0,12651.44,0,1058.26,403
2022,0,0,26,0,0,0,60,6000,2.73,0.05,0,0.0,0,35.32,145
2023,0,0,31,1,0,0,60,16,31.19,0.52,1,0.0,0,0.51,120
2024,0,0,26,0,0,0,60,34000,6.52,0.11,1,3426.68,0,227.89,218
2025,0,0,39,0,0,0,60,27440,8.76,0.15,0,4964.27,0,471.13,236
2026,0,0,31,1,0,0,60,50,77.15,1.29,1,0.0,0,4.77,412
2027,0,0,31,1,0,0,240,220,35.51,0.15,1,0.0,0,9.66,29
2028,0,0,24,1,0,0,100,229,72.15,0.72,0,0.0,1,16.98,70
2029,0,0,39,0,0,0,240,350,21.5,0.09,0,874.57,1,12.04,-693
2030,0,0,24,0,0,0,30,2684,17.0,0.57,1,3426.68,1,47.04,-719
2031,0,0,31,1,0,0,60,19,30.24,0.5,1,0.0,0,0.71,414
2032,0,0,32,1,0,0,100,695,89.0,0.89,0,6445.68,1,86.72,125
2033,0,0,35,0,0,0,30,65000,4.22,0.14,1,0.0,0,452.6,167
2034,0,0,17,0,0,0,100,2000,0.01,0.0,1,3426.68,0,0.03,-427
2035,0,0,31,1,0,0,30,110291,4.51,0.15,0,9951.38,0,820.73,214
2036,0,0,38,1,0,0,60,9576,1.45,0.02,1,3426.68,1,27.21,-55
2037,0,0,9,0,0,0,240,5536,1.92,0.01,1,3426.68,1,17.01,-364
2038,0,0,31,1,0,0,30,708,3.81,0.13,0,0.0,0,5.28,173
2039,0,0,31,1,0,0,30,39049,4.67,0.16,0,4263.07,1,393.17,244
2040,0,0,38,1,0,0,60,13444,2.6,0.04,1,3426.68,1,57.67,156
2041,0,0,31,1,0,0,240,10000,9.28,0.04,0,4228.61,0,153.12,304
2042,0,0,31,1,0,0,60,52379,2.53,0.04,0,4116.82,1,285.71,85
2043,0,0,26,0,0,0,30,17038,8.97,0.3,0,21326.73,0,252.17,133
2044,0,0,26,0,0,0,60,11332,6.11,0.1,0,0.0,0,149.28,145
2045,0,0,9,1,0,0,40,140,110.0,2.75,0,4318.21,1,30.18,8
2046,0,0,26,0,0,0,90,1220,9.69,0.11,0,13398.06,0,19.51,135
2047,0,0,25,0,0,0,30,21000,12.01,0.4,0,6074.62,1,403.54,-444
2048,0,0,35,0,0,0,120,32294,18.9,0.16,0,97918.87,1,755.01,370
2049,0,0,40,0,0,0,30,66407,10.78,0.36,1,3426.68,0,885.53,286
2050,0,0,26,0,0,0,30,37666,26.25,0.88,0,6443.63,1,1937.92,-69
2051,0,0,38,1,0,0,240,200,12.5,0.05,0,1340.23,1,3.5,173
2052,0,0,38,1,0,0,30,3686,7.0,0.23,0,6518.69,1,55.63,140
2053,0,0,26,0,0,0,60,28868,11.22,0.19,0,6147.18,0,698.33,188
2054,0,0,37,1,0,0,120,312,66.6,0.55,1,3426.68,1,25.7,65
2055,0,0,16,0,0,0,60,42000,3.4,0.06,0,32483.5,1,228.48,-518
2056,0,0,28,1,0,0,270,40,125.94,0.47,0,1049.3,1,10.86,56
2057,0,0,8,1,0,0,20,73,32.0,1.6,1,3426.68,1,2.4,101
2058,0,0,35,0,0,0,60,23340,16.44,0.27,0,1647.25,1,827.28,144
2059,0,0,19,1,0,0,20,2500,32.0,1.6,0,0.0,1,82.24,46
2060,0,0,31,1,0,0,30,53916,4.67,0.16,0,6105.79,1,542.85,82
2061,0,0,31,1,0,0,60,6,79.99,1.33,1,0.0,0,0.49,97
2062,0,0,35,0,0,0,20,100,32.0,1.6,0,939.62,1,5.12,-649
2063,0,0,37,0,0,0,60,965,7.2,0.12,1,3426.68,1,13.62,-143
2064,0,0,24,0,0,0,30,66946,10.87,0.36,0,7928.11,0,900.17,264
2065,0,0,35,1,0,0,60,28663,2.6,0.04,0,17603.58,1,160.67,49
2066,0,0,26,0,0,0,30,32696,26.25,0.88,0,7363.73,1,1682.21,-133
2067,0,0,31,1,0,0,60,66793,7.3,0.12,0,3787.72,0,804.52,176
2068,0,0,38,1,0,0,60,950,11.45,0.19,1,3426.68,1,11.18,200
2069,0,0,24,0,0,0,60,77000,11.22,0.19,0,11134.62,0,1862.65,238
2070,0,0,31,1,0,0,60,50,49.85,0.83,1,0.0,0,2.56,154
2071,0,0,8,1,0,0,20,41,32.0,1.6,1,3426.68,1,1.35,101
2072,0,0,37,0,0,0,60,1529,8.26,0.14,1,3426.68,0,20.84,57
2073,0,0,9,0,0,0,120,10000,26.7,0.22,1,3426.68,0,374.33,136
2074,0,0,24,1,0,0,20,3700,32.0,1.6,0,18937.3,1,232.06,51
2075,0,0,26,0,0,0,60,4,26.3,0.44,1,3426.68,1,0.17,-347
2076,0,0,40,0,0,0,60,1973,4.0,0.07,0,102.67,1,8.11,223
2077,0,0,17,1,0,0,30,5000,24.0,0.8,0,11653.64,1,235.2,-12
2078,0,0,6,0,0,0,60,1008,7.72,0.13,1,3426.68,1,9.16,131
2079,0,0,24,1,0,0,20,2400,32.0,1.6,1,3426.68,1,165.58,75
2080,0,0,9,0,0,0,40,415,76.0,1.9,0,1606.93,1,50.46,-431
2081,0,0,38,1,0,0,30,49452,4.05,0.13,1,3426.68,1,330.46,162
2082,0,0,26,0,0,0,30,301,6.85,0.23,1,3426.68,0,4.04,70
2083,0,0,26,1,0,0,100,6199,0.01,0.0,0,0.0,1,0.1,-448
2084,0,0,31,1,0,0,60,26400,2.92,0.05,0,5159.33,1,166.2,265
2085,0,0,16,0,0,0,100,10,72.0,0.72,0,2219.44,1,1.15,-518
2086,0,0,9,0,0,0,60,43848,7.27,0.12,1,3426.68,0,446.92,200
2087,0,0,37,0,0,0,60,36000,2.44,0.04,0,10095.9,1,123.15,146
2088,0,0,38,1,0,0,30,17760,10.0,0.33,0,3809.94,1,209.04,167
2089,0,0,28,0,0,0,60,1296,5.09,0.08,1,3426.68,0,6.78,128
2090,0,0,26,1,0,0,100,3154,89.0,0.89,0,19112.91,1,288.57,136
2091,0,0,24,0,0,0,240,7707,2.44,0.01,0,2123.04,1,47.04,-795
2092,0,0,6,0,0,0,60,450,2.26,0.04,1,3426.68,1,1.26,92
